id,entity_id,slug,field,value,statement,evidence_url,evidence_quote,method,verified_at,confidence,status,supersedes_id,evidence_date,created_at,updated_at
12,14,applebot/verifiable_by_rdns,verifiable_by_rdns,yes,Applebot traffic is verifiable by reverse DNS lookup in the applebot.apple.com domain.,https://support.apple.com/en-us/119829,"""Traffic coming from Applebot is generally identified by using reverse DNS in the *.applebot.apple.com domain.""",vendor_doc,2026-09-13,high,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
13,14,applebot/purpose_documented,purpose_documented,mixed,Applebot crawls content for Apple search results and for training Apple foundation models.,https://support.apple.com/en-us/119829,"""Enabling Applebot in robots.txt allows website content to appear in search results for Apple users ... The data crawled by Applebot may also be used to help train Apple foundation models powering generative AI features across Apple products.""",vendor_doc,2026-09-13,high,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
14,14,applebot/separate_search_and_training_tokens,separate_search_and_training_tokens,partial,"Apple uses one crawler token, Applebot, for search crawling and for training crawling, and a second robots.txt token, Applebot-Extended, that opts content out of training use.",https://support.apple.com/en-us/119829,"""Web publishers can opt-out from having their content used to train generative foundation models by disallowing Applebot-Extended in the robots.txt file.""",vendor_doc,2026-09-13,high,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
15,14,applebot/cites_sources,cites_sources,yes,Apple includes links to source websites in Siri and Search answers to broad world knowledge questions.,https://support.apple.com/en-us/119829,"""answering broad world knowledge questions in Siri and Search that may include links to sources and websites used to help""",vendor_doc,2026-09-13,medium,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
16,14,applebot/reads_llms_txt,reads_llms_txt,not_documented,Apple does not publish whether Applebot reads llms.txt files.,https://support.apple.com/en-us/119829,,vendor_doc,2026-09-13,,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
17,14,applebot/user_agent_string_full,user_agent_string_full,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)","Applebot sends the desktop user agent string Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot).",https://support.apple.com/en-us/119829,,vendor_doc,2026-09-13,high,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
18,14,applebot/fallback_to_googlebot_rules,fallback_to_googlebot_rules,yes,Applebot follows Googlebot robots.txt instructions when a robots.txt file mentions Googlebot but not Applebot.,https://support.apple.com/en-us/119829,"""If robots instructions don't mention Applebot but mention Googlebot, the Apple robot will follow Googlebot instructions.""",vendor_doc,2026-09-13,high,current,,2026-09-04,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
19,3,chatgpt-user/respects_robots_txt,respects_robots_txt,partial,"ChatGPT-User fetches pages in response to user actions in ChatGPT, and OpenAI states that robots.txt rules may not apply to ChatGPT-User fetches.",https://developers.openai.com/api/docs/bots,"""ChatGPT-User is not used for crawling the web in an automatic fashion. Because these actions are initiated by a user, robots.txt rules may not apply.""",vendor_doc,2026-09-13,high,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
20,3,chatgpt-user/honours_crawl_delay,honours_crawl_delay,not_documented,OpenAI does not publish whether ChatGPT-User honours the robots.txt Crawl-delay directive.,https://developers.openai.com/api/docs/bots,,vendor_doc,2026-09-13,,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
21,3,chatgpt-user/publishes_ip_list,publishes_ip_list,yes,OpenAI publishes the IP address ranges used by ChatGPT-User as a JSON file at https://openai.com/chatgpt-user.json.,https://openai.com/chatgpt-user.json,"""Published IP addresses: https://openai.com/chatgpt-user.json""",vendor_doc,2026-09-13,high,current,,2026-09-11,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
22,3,chatgpt-user/verifiable_by_rdns,verifiable_by_rdns,not_documented,OpenAI does not publish a reverse-DNS verification method for ChatGPT-User.,https://developers.openai.com/api/docs/bots,,vendor_doc,2026-09-13,,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
23,3,chatgpt-user/purpose_documented,purpose_documented,user_fetch,ChatGPT-User visits web pages for user actions in ChatGPT and in Custom GPTs.,https://developers.openai.com/api/docs/bots,"""OpenAI also uses ChatGPT-User for certain user actions in ChatGPT and Custom GPTs. When users ask ChatGPT or a CustomGPT a question, it may visit a web page with a ChatGPT-User agent.""",vendor_doc,2026-09-13,high,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
24,3,chatgpt-user/separate_search_and_training_tokens,separate_search_and_training_tokens,not_documented,OpenAI does not document ChatGPT-User as a search or training opt-out token.,https://developers.openai.com/api/docs/bots,"""ChatGPT-User is not used to determine whether content may appear in Search. Please use OAI-SearchBot in robots.txt for managing Search opt outs and automatic crawl.""",vendor_doc,2026-09-13,medium,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
25,3,chatgpt-user/cites_sources,cites_sources,not_documented,OpenAI does not publish whether ChatGPT responses cite pages fetched by ChatGPT-User.,https://developers.openai.com/api/docs/bots,,vendor_doc,2026-09-13,,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
26,3,chatgpt-user/reads_llms_txt,reads_llms_txt,not_documented,OpenAI does not publish whether ChatGPT-User reads llms.txt files.,https://developers.openai.com/api/docs/bots,,vendor_doc,2026-09-13,,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
27,3,chatgpt-user/user_agent_string_full,user_agent_string_full,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot","ChatGPT-User sends the user agent string Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot.",https://developers.openai.com/api/docs/bots,"""Full user-agent string: Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot""",vendor_doc,2026-09-13,high,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
28,6,claude-searchbot/respects_robots_txt,respects_robots_txt,yes,Claude-SearchBot honours industry standard robots.txt directives that signal do not crawl.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Anthropic's Bots respect ""do not crawl"" signals by honoring industry standard directives in robots.txt.""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
29,6,claude-searchbot/honours_crawl_delay,honours_crawl_delay,yes,Claude-SearchBot respects the Crawl-delay directive in robots.txt when crawling domains.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""We aim for minimal disruption by being thoughtful about how quickly we crawl the same domains and respecting Crawl-delay where appropriate.""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
30,6,claude-searchbot/publishes_ip_list,publishes_ip_list,yes,Anthropic publishes the IP address ranges used by Claude-SearchBot as a JSON file at https://claude.com/crawling/bots.json.,https://claude.com/crawling/bots.json,"""If a crawler has a source IP address on this list, it indicates that the crawler is coming from Anthropic.""",vendor_doc,2026-09-13,high,current,,2026-08-18,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
31,6,claude-searchbot/verifiable_by_rdns,verifiable_by_rdns,not_documented,Anthropic does not publish a reverse-DNS verification method for Claude-SearchBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
32,6,claude-searchbot/purpose_documented,purpose_documented,search,Claude-SearchBot analyses online content to improve the relevance and accuracy of Claude search responses.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Claude-SearchBot navigates the web to improve search result quality for users. It analyzes online content specifically to enhance the relevance and accuracy of search responses.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
33,6,claude-searchbot/separate_search_and_training_tokens,separate_search_and_training_tokens,yes,Anthropic separates search and training controls into two robots.txt tokens: Claude-SearchBot for search and ClaudeBot for training.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Disabling Claude-SearchBot on your site prevents our system from indexing your content for search optimization ... """,vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
34,6,claude-searchbot/cites_sources,cites_sources,not_documented,Anthropic does not publish whether Claude search responses cite pages crawled by Claude-SearchBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
35,6,claude-searchbot/reads_llms_txt,reads_llms_txt,not_documented,Anthropic does not publish whether Claude-SearchBot reads llms.txt files.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
36,6,claude-searchbot/user_agent_string_full,user_agent_string_full,not_documented,Anthropic does not publish a full user agent string for Claude-SearchBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
37,7,claude-user/respects_robots_txt,respects_robots_txt,yes,Claude-User honours industry standard robots.txt directives that signal do not crawl.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Anthropic's Bots respect ""do not crawl"" signals by honoring industry standard directives in robots.txt.""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
38,7,claude-user/user_fetch_exception_documented,user_fetch_exception_documented,no,Anthropic applies the same robots.txt statement to Claude-User as to ClaudeBot and Claude-SearchBot and documents no exception for user-initiated fetches.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Anthropic's Bots respect ""do not crawl"" signals by honoring industry standard directives in robots.txt.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
39,7,claude-user/honours_crawl_delay,honours_crawl_delay,yes,Claude-User respects the Crawl-delay directive in robots.txt when fetching pages.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""We aim for minimal disruption by being thoughtful about how quickly we crawl the same domains and respecting Crawl-delay where appropriate.""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
40,7,claude-user/publishes_ip_list,publishes_ip_list,yes,Anthropic publishes the IP address ranges used by Claude-User as a JSON file at https://claude.com/crawling/bots.json.,https://claude.com/crawling/bots.json,"""If a crawler has a source IP address on this list, it indicates that the crawler is coming from Anthropic.""",vendor_doc,2026-09-13,high,current,,2026-08-18,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
41,7,claude-user/verifiable_by_rdns,verifiable_by_rdns,not_documented,Anthropic does not publish a reverse-DNS verification method for Claude-User.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
42,7,claude-user/purpose_documented,purpose_documented,user_fetch,Claude-User accesses websites in response to questions that individual users ask Claude.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Claude-User supports Claude AI users. When individuals ask questions to Claude, it may access websites using a Claude-User agent.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
43,7,claude-user/separate_search_and_training_tokens,separate_search_and_training_tokens,not_documented,Anthropic does not document Claude-User as a search or training opt-out token.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Claude-User allows site owners to control which sites can be accessed through these user-initiated requests.""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
44,7,claude-user/cites_sources,cites_sources,not_documented,Anthropic does not publish whether Claude responses cite pages fetched by Claude-User.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
45,7,claude-user/reads_llms_txt,reads_llms_txt,not_documented,Anthropic does not publish whether Claude-User reads llms.txt files.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
46,7,claude-user/user_agent_string_full,user_agent_string_full,not_documented,Anthropic does not publish a full user agent string for Claude-User.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,,vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
47,5,claudebot/respects_robots_txt,respects_robots_txt,yes,ClaudeBot honours industry standard robots.txt directives that signal do not crawl.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Anthropic's Bots respect ""do not crawl"" signals by honoring industry standard directives in robots.txt.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
48,5,claudebot/honours_crawl_delay,honours_crawl_delay,yes,Anthropic supports the non-standard robots.txt Crawl-delay extension for ClaudeBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""To limit crawling activity, we support the non-standard Crawl-delay extension to robots.txt. An example of this might be: User-agent: ClaudeBot Crawl-delay: 1""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
49,5,claudebot/publishes_ip_list,publishes_ip_list,yes,Anthropic publishes the IP address ranges used by ClaudeBot as a JSON file at https://claude.com/crawling/bots.json.,https://claude.com/crawling/bots.json,"""If a crawler has a source IP address on this list, it indicates that the crawler is coming from Anthropic.""",vendor_doc,2026-09-13,high,current,,2026-08-18,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
50,5,claudebot/verifiable_by_rdns,verifiable_by_rdns,not_documented,Anthropic does not publish a reverse-DNS verification method for ClaudeBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Alternate methods like blocking IP address(es) from which Anthropic Bots operates may not work correctly or persistently guarantee an opt-out""",vendor_doc,2026-09-13,,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
51,5,claudebot/purpose_documented,purpose_documented,training,ClaudeBot collects web content for training Anthropic generative AI models.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""ClaudeBot helps enhance the utility and safety of our generative AI models by collecting web content that could potentially contribute to their training.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
52,5,claudebot/separate_search_and_training_tokens,separate_search_and_training_tokens,yes,Anthropic separates training and search controls into two robots.txt tokens: ClaudeBot for training and Claude-SearchBot for search.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""ClaudeBot ... When a site restricts ClaudeBot access, it signals that the site's future materials should be excluded from our AI model training datasets."" next to ""Claude-SearchBot navigates the web to improve search result quality for users.""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
53,5,claudebot/anti_circumvention_stance,anti_circumvention_stance,documented,ClaudeBot respects anti-circumvention technologies and does not bypass CAPTCHAs on crawled sites.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""Anthropic's Bots respect anti-circumvention technologies (e.g., we will not attempt to bypass CAPTCHAs for the sites we crawl.)""",vendor_doc,2026-09-13,high,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
54,5,claudebot/user_agent_string_full,user_agent_string_full,not_documented,Anthropic does not publish a full user agent string for ClaudeBot.,https://support.claude.com/en/articles/8896518-does-anthropic-crawl-content-from-the-web-and-how-can-site-owners-block-the-crawler,"""User-agent: ClaudeBot""",vendor_doc,2026-09-13,medium,current,,2026-04-07,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
55,12,google-extended/respects_robots_txt,respects_robots_txt,n/a,Google-Extended is a robots.txt token that publishers set to control use of crawled content for Gemini training.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended is a standalone product token that web publishers can use to manage whether content Google crawls from their sites may be used for training future generations of Gemini models""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
56,12,google-extended/honours_crawl_delay,honours_crawl_delay,n/a,Google does not publish any Crawl-delay behaviour for the Google-Extended token.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,,vendor_doc,2026-09-13,,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
57,12,google-extended/publishes_ip_list,publishes_ip_list,no,Google publishes no IP list for Google-Extended because Google-Extended has no separate HTTP request user agent string.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended doesn't have a separate HTTP request user agent string. Crawling is done with existing Google user agent strings; the robots.txt user-agent token is used in a control capacity.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
58,12,google-extended/verifiable_by_rdns,verifiable_by_rdns,n/a,Google does not publish a reverse-DNS verification method for Google-Extended.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended doesn't have a separate HTTP request user agent string.""",vendor_doc,2026-09-13,,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
59,12,google-extended/purpose_documented,purpose_documented,policy_only,Google-Extended is a standalone product token that controls whether Google uses crawled content to train Gemini models.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended is a standalone product token that web publishers can use to manage whether content Google crawls from their sites may be used for training future generations of Gemini models, that power Gemini Apps and the Vertex AI API.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
60,12,google-extended/separate_search_and_training_tokens,separate_search_and_training_tokens,yes,Google-Extended controls Gemini training use only and does not affect inclusion in Google Search.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended does not impact a site's inclusion in Google Search nor is it used as a ranking signal in Google Search.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
61,12,google-extended/what_it_controls,what_it_controls,"Gemini model training and grounding, not Search inclusion",Google-Extended controls AI training and grounding in Google systems and does not control Google Search inclusion.,https://developers.google.com/search/docs/appearance/ai-features,"""To limit AI training and grounding in some of Google's other systems, read more about Google-Extended.""",vendor_doc,2026-09-13,high,current,,2025-12-10,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
62,12,google-extended/robots_token_differs_from_ua,robots_token_differs_from_ua,yes,Google-Extended is a robots.txt control token and does not correspond to a crawler user agent string.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended doesn't have a separate HTTP request user agent string. Crawling is done with existing Google user agent strings; the robots.txt user-agent token is used in a control capacity.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
63,10,googlebot/respects_robots_txt,respects_robots_txt,yes,Googlebot obeys robots.txt rules when crawling automatically.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""They always obey robots.txt rules when crawling automatically.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
64,10,googlebot/honours_crawl_delay,honours_crawl_delay,no,Google does not support the robots.txt Crawl-delay directive for Googlebot.,https://developers.google.com/search/blog/2019/07/a-note-on-unsupported-rules-in-robotstxt,"""Why isn't a code handler for other rules like crawl-delay included in the code?""",vendor_doc,2026-09-13,medium,current,,,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
65,10,googlebot/publishes_ip_list,publishes_ip_list,yes,Google publishes the IP address ranges used by Googlebot at https://developers.google.com/static/crawling/ipranges/common-crawlers.json.,https://developers.google.com/static/crawling/ipranges/common-crawlers.json,"""match the crawler's IP address to the lists of Google crawlers' and fetchers' IP ranges""",vendor_doc,2026-09-13,high,current,,2026-09-11,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
66,10,googlebot/verifiable_by_rdns,verifiable_by_rdns,yes,"Googlebot requests are verifiable by reverse DNS lookup resolving to googlebot.com, google.com, or googleusercontent.com.",https://developers.google.com/crawling/docs/crawlers-fetchers/verifying-googlebot,"""Run a reverse DNS lookup on the accessing IP address from your logs, using the host command"" and ""Verify that the domain name is either googlebot.com, google.com, or googleusercontent.com.""",vendor_doc,2026-09-13,high,current,,2026-03-20,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
67,10,googlebot/purpose_documented,purpose_documented,search,"Googlebot crawls pages for Google Search, Google Images, Google Video, Google News, and Discover.",https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Crawling preferences for Googlebot affect Google Search (including Discover and all Google Search features), as well as other products such as Google Images, Google Video, Google News, and Discover.""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
68,10,googlebot/separate_search_and_training_tokens,separate_search_and_training_tokens,yes,Google separates Search crawling under the Googlebot token from Gemini training under the Google-Extended token.,https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,"""Google-Extended is a standalone product token that web publishers can use to manage whether content Google crawls from their sites may be used for training future generations of Gemini models"" and ""Google-Extended does not impact a site's inclusion in Google Search""",vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
69,10,googlebot/cites_sources,cites_sources,yes,Google AI Overviews and AI Mode return AI generated responses with links to supporting websites.,https://developers.google.com/search/docs/appearance/ai-features,"""you can spend more time discovering ... get a comprehensive AI-powered response with links to supporting websites""",vendor_doc,2026-09-13,high,current,,2025-12-10,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
70,10,googlebot/user_agent_string_full,user_agent_string_full,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html)","Googlebot sends the user agent string Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html).",https://developers.google.com/search/docs/crawling-indexing/google-common-crawlers,,vendor_doc,2026-09-13,high,current,,2026-07-14,2026-09-14T00:15:09Z,2026-09-14T00:15:09Z
